"true_effect","true_tau","k_total","k_published","k_unpublished","naive_effect","naive_tau2","naive_pi_lower","naive_pi_upper","naive_pi_width","true_ma_effect","true_ma_tau2","true_pi_lower","true_pi_upper","true_pi_width","tf_effect","tf_tau2","tf_k_imputed","tf_pi_lower","tf_pi_upper","tf_pi_width","pp_effect","pp_tau2","pp_method","pp_pi_lower","pp_pi_upper","pp_pi_width","naive_pi_covers_true","tf_pi_covers_true","pp_pi_covers_true","true_pi_covers_true","scenario_id","bias_strength_factor"
0.3,0.1,20,20,0,0.283134836541196,0.0121429335004037,0.0275338743202459,0.538735798762146,0.5112019244419,0.283134836541196,0.0121429335004037,0.0275338743202459,0.538735798762146,0.5112019244419,0.355985437908029,0.0246334274904098,5,0.0142677847951396,0.697703091020919,0.683435306225779,1.23875727475013,0.0110592746783847,"PET",-0.343651904946687,2.82116645444695,3.16481835939363,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.235558520609245,0.00170860747468314,0.104776452475119,0.366340588743372,0.261564136268253,0.235558520609245,0.00170860747468314,0.104776452475119,0.366340588743372,0.261564136268253,0.280702422723107,0.0118797752018193,3,0.0326604118900634,0.528744433556151,0.496084021666087,0.478867010677239,0.00388913690324049,"PET",-1.2920689657747,2.24980298712918,3.54187195290388,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.385008626517871,0.00998917249046926,0.149888386165423,0.62012886687032,0.470240480704897,0.385008626517871,0.00998917249046926,0.149888386165423,0.62012886687032,0.470240480704897,0.406809878470569,0.0181334980739492,1,0.103950232696994,0.709669524244144,0.605719291547149,1.59227656110504,0.00743235105223558,"PET",-0.272433124517587,3.45698624672767,3.72941937124526,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.308534103825961,0.0120826215904023,0.0530487998589985,0.564019407792924,0.510970607933925,0.308534103825961,0.0120826215904023,0.0530487998589985,0.564019407792924,0.510970607933925,0.308534103825961,0.0120826215904023,0,0.0530487998589985,0.564019407792924,0.510970607933925,-0.619513735678602,0.0105441349408777,"PET",-2.39415851365318,1.15513104229597,3.54928955594915,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.300166900519533,0.00577492889247205,0.110859419065381,0.489474381973686,0.378614962908305,0.300166900519533,0.00577492889247205,0.110859419065381,0.489474381973686,0.378614962908305,0.300166900519533,0.00577492889247205,0,0.110859419065381,0.489474381973686,0.378614962908305,0.0190449697618549,0.0079469669144076,"PET",-1.69420485502315,1.73229479454686,3.42649964957001,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.359289012747521,0,0.263945775359713,0.454632250135329,0.190686474775616,0.359289012747521,0,0.263945775359713,0.454632250135329,0.190686474775616,0.347179239778597,0,1,0.253999156989095,0.4403593225681,0.186360165579006,-0.844693103712882,0,"PET",-2.59863583483531,0.909249627409546,3.50788546224486,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.218320499614599,0.0263206002411459,-0.143395392678674,0.580036391907872,0.723431784586546,0.218320499614599,0.0263206002411459,-0.143395392678674,0.580036391907872,0.723431784586546,0.218320499614599,0.0263206002411459,0,-0.143395392678674,0.580036391907872,0.723431784586546,-0.621921910789452,0.0264706733508896,"PET",-2.62242069153968,1.37857686996077,4.00099756150045,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.319755029416233,0.0360576486107706,-0.0997240733382364,0.739234132170701,0.838958205508938,0.319755029416233,0.0360576486107706,-0.0997240733382364,0.739234132170701,0.838958205508938,0.319755029416233,0.0360576486107706,0,-0.0997240733382364,0.739234132170701,0.838958205508938,1.76339393527666,0.0330734646724073,"PET",-0.589616507133186,4.11640437768651,4.7060208848197,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.310672420693803,0.00982494362666801,0.0766176222160248,0.544727219171581,0.468109596955556,0.310672420693803,0.00982494362666801,0.0766176222160248,0.544727219171581,0.468109596955556,0.273831588273088,0.0196799450743443,2,-0.0389704715858039,0.58663364813198,0.625604119717784,-0.904078451141884,0.00735743928573324,"PET",-2.70578778482894,0.897630882545168,3.6034186673741,TRUE,TRUE,TRUE,TRUE,1,"none"
0.3,0.1,20,20,0,0.33017476912906,0.002546551870063,0.185549263785371,0.474800274472749,0.289251010687377,0.33017476912906,0.002546551870063,0.185549263785371,0.474800274472749,0.289251010687377,0.370376774840572,0.0191250163917155,2,0.0616182004119666,0.679135349269178,0.617517148857211,1.26990548088141,0.00177012304372837,"PET",-0.417818480104874,2.9576294418677,3.37544792197258,TRUE,TRUE,TRUE,TRUE,1,"none"
